snake,0,./python_cheat_sheet/img/snake.png,https://python.org
logo,0,./python_cheat_sheet/img/logo.png,https://docs.python.org/3/
builtins,65,__import__(),library/functions.html#__import__
builtins,1,abs(),library/functions.html#abs
builtins,70,abs(),library/functions.html#abs
builtins,6,all(),library/functions.html#all
builtins,75,all(),library/functions.html#all
builtins,11,any(),library/functions.html#any
builtins,16,ascii(),library/functions.html#ascii
builtins,21,bin(),library/functions.html#bin
builtins,26,bool(),library/functions.html#bool
builtins,31,breakpoint(),library/functions.html#breakpoint
builtins,36,bytearray(),library/functions.html#func-bytearray
builtins,41,bytes(),library/functions.html#func-bytes
builtins,46,callable(),library/functions.html#callable
builtins,51,chr(),library/functions.html#chr
builtins,56,classmethod(),library/functions.html#classmethod
builtins,61,compile(),library/functions.html#compile
builtins,66,complex(),library/functions.html#complex
builtins,2,delattr(),library/functions.html#delattr
builtins,71,delattr(),library/functions.html#delattr
builtins,7,dict(),library/functions.html#func-dict
builtins,76,dict(),library/functions.html#func-dict
builtins,12,dir(),library/functions.html#dir
builtins,17,divmod(),library/functions.html#divmod
builtins,22,enumerate(),library/functions.html#enumerate
builtins,27,eval(),library/functions.html#eval
builtins,32,exec(),library/functions.html#exec
builtins,37,filter(),library/functions.html#filter
builtins,42,float(),library/functions.html#float
builtins,47,format(),library/functions.html#format
builtins,52,frozenset(),library/functions.html#func-frozenset
builtins,57,getattr(),library/functions.html#getattr
builtins,62,globals(),library/functions.html#globals
builtins,67,hasattr(),library/functions.html#hasattr
builtins,3,hash(),library/functions.html#hash
builtins,72,hash(),library/functions.html#hash
builtins,8,help(),library/functions.html#help
builtins,13,hex(),library/functions.html#hex
builtins,18,id(),library/functions.html#id
builtins,23,input(),library/functions.html#input
builtins,28,int(),library/functions.html#int
builtins,33,isinstance(),library/functions.html#isinstance
builtins,38,issubclass(),library/functions.html#issubclass
builtins,43,iter(),library/functions.html#iter
builtins,48,len(),library/functions.html#len
builtins,53,list(),library/functions.html#func-list
builtins,58,locals(),library/functions.html#locals
builtins,63,map(),library/functions.html#map
builtins,68,max(),library/functions.html#max
builtins,4,memoryview(),library/functions.html#func-memoryview
builtins,73,memoryview(),library/functions.html#func-memoryview
builtins,9,min(),library/functions.html#min
builtins,14,next(),library/functions.html#next
builtins,19,object(),library/functions.html#object
builtins,24,oct(),library/functions.html#oct
builtins,29,open(),library/functions.html#open
builtins,34,ord(),library/functions.html#ord
builtins,39,pow(),library/functions.html#pow
builtins,44,print(),library/functions.html#print
builtins,49,property(),library/functions.html#property
builtins,54,range(),library/functions.html#func-range
builtins,59,repr(),library/functions.html#repr
builtins,64,reversed(),library/functions.html#reversed
builtins,69,round(),library/functions.html#round
builtins,5,set(),library/functions.html#func-set
builtins,74,set(),library/functions.html#func-set
builtins,10,setattr(),library/functions.html#setattr
builtins,15,slice(),library/functions.html#slice
builtins,20,sorted(),library/functions.html#sorted
builtins,25,staticmethod(),library/functions.html#staticmethod
builtins,30,str(),library/functions.html#func-str
builtins,35,sum(),library/functions.html#sum
builtins,40,super(),library/functions.html#super
builtins,45,tuple(),library/functions.html#func-tuple
builtins,50,type(),library/functions.html#type
builtins,55,vars(),library/functions.html#vars
builtins,60,zip(),library/functions.html#zip
keywords,and,and,library/stdtypes.html#boolean-operations-and-or-not
keywords,import_as,as (import...as),reference/import.html
keywords,with_as,as (with...as),reference/compound_stmts.html#index-16
keywords,assert,assert,reference/simple_stmts.html#assert
keywords,async,async,reference/compound_stmts.html#index-33
keywords,await,await,reference/compound_stmts.html#index-33
keywords,break,break,reference/simple_stmts.html#break
keywords,class,class,reference/compound_stmts.html#class-definitions
keywords,continue,continue,reference/simple_stmts.html#the-continue-statement
keywords,def,def,reference/compound_stmts.html#function-definitions
keywords,del,del,library/stdtypes.html#index-22
keywords,elif,elif,reference/compound_stmts.html#the-if-statement
keywords,else,else,reference/compound_stmts.html#the-if-statement
keywords,except,except,reference/compound_stmts.html#the-try-statement
keywords,False,False,library/constants.html#False
keywords,finally,finally,reference/compound_stmts.html#the-try-statement
keywords,for,for,reference/compound_stmts.html#the-for-statement
keywords,from,from,reference/simple_stmts.html#the-import-statement
keywords,global,global,reference/simple_stmts.html#the-global-statement
keywords,if,if,reference/compound_stmts.html#the-if-statement
keywords,import,import,reference/import.html
keywords,in,in,reference/expressions.html#membership-test-operations
keywords,is,is,reference/expressions.html#is-not
keywords,lambda,lambda,reference/expressions.html#lambda
keywords,None,None,library/constants.html#None
keywords,nonlocal,nonlocal,reference/simple_stmts.html#the-nonlocal-statement
